자치구,대여소명,기준년월,대여건수,반납건수
노원구,4016. 노원 마들스타디움,202207," 1,238 "," 1,245 "
노원구,4017. 월계 청백1단지 아파트 정류장,202207, 666 , 316 
노원구,4018. 상계주공15단지 버스정류소,202207," 1,696 "," 1,711 "
노원구,4019. 상계주공10단지 버스정류소,202207, 653 , 642 
노원구,4020. 중계동 성모빌딩 앞 ,202207," 2,012 "," 2,005 "
노원구,4021. 중계본동 입구,202207, 203 , 90 
노원구,4023. 월계역 1번 출구,202207," 1,145 "," 1,362 "
노원구,4024. 꿈의숲 SK뷰 아파트,202207," 1,656 "," 1,743 "
노원구,4025. 한천교 동편,202207," 1,274 "," 1,398 "
노원구,4026. 상계주공1단지아파트,202207," 1,916 "," 1,912 "
노원구,4027. 한내 행복발전소 옆,202207," 3,612 "," 3,889 "
노원구,4028. 한일유앤아이아파트 105동 인근,202207," 1,464 "," 1,292 "
노원구,4029. 청소년수련관 후문,202207," 4,251 "," 4,402 "
노원구,4031. 청암예술학교 앞,202207," 1,639 "," 1,558 "
노원구,4032. 은행사거리 성모빌딩 앞,202207," 1,371 "," 1,365 "
노원구,4033. 녹천역 4번 출구 옆,202207, 689 , 829 
노원구,4034. 상계근린공원 운동장 앞,202207," 1,346 "," 1,505 "
노원구,4035. 휴플러스 수락한신아파트 101동 앞,202207, 696 , 692 
노원구,4036. 하계역 6번출구,202207," 2,221 "," 2,473 "
노원구,4037. 물넘이교,202207," 2,585 "," 2,516 "
노원구,4039. 서울시 북부여성발전센터,202207," 1,192 "," 1,158 "
노원구,4040. 공릉로 26길,202207, 346 , 348 
노원구,4041. 공릉역3번출구,202207," 2,576 "," 2,669 "
노원구,4042. 상계문화정보도서관,202207," 1,154 "," 1,175 "
노원구,4043. 상계주공13단지 1301동,202207, 376 , 345 
노원구,4044. 공릉산 백세문 입구,202207, 164 , 156 
노원구,4045. 은하수 공원,202207, 521 , 656 
노원구,4046. 경춘선 숲길,202207," 3,910 "," 4,099 "
노원구,4048. 신도1차아파트앞,202207," 1,674 "," 2,022 "
노원구,5301. 상계주공1단지 버스정류장 옆(대원빌딩 앞),202207," 2,852 "," 2,845 "
노원구,5305. 대륜E&S 서울지사 앞,202207, 583 , 632 
노원구,5306. 동신아파트 후문 옆,202207," 3,340 "," 3,417 "
노원구,5308. 상계신동아아파트,202207, 60 , 54 
노원구,5309. 월계 롯데캐슬아파트 뒤,202207, 175 , 188 
노원구,5310. 목련아파트,202207, 60 , 40 
도봉구,1702. 녹천역 1번출구 앞,202207, 779 , 818 
도봉구,1703. 도봉산광역환승센터앞 ,202207, 327 , 300 
도봉구,1705. 도봉구청 정문앞,202207," 1,671 "," 1,674 "
도봉구,1706. 방학동우체국 건너편,202207, 917 , 913 
도봉구,1707. 도봉구민회관,202207," 1,753 "," 1,740 "
도봉구,1708. 도봉보건소사거리,202207," 2,071 "," 2,075 "
도봉구,1709. 쌍문역4번출구 주변,202207," 1,213 "," 1,057 "
도봉구,1713. 쌍문동 이안아파트 앞,202207, 525 , 217 
도봉구,1714. 도봉문화정보도서관 삼거리,202207, 418 , 99 
도봉구,1715. 서울특별시교육청도봉도서관,202207," 1,242 "," 1,205 "
도봉구,1716. 창동역 1번출구 건너편,202207," 1,106 "," 1,101 "
도봉구,1717. 시립창동운동장 입구,202207, 505 , 426 
도봉구,1719. 신도봉사거리 버스정류장,202207," 1,060 "," 1,168 "
도봉구,1720. 도봉구청 옆(중랑천변),202207," 2,059 "," 2,071 "
도봉구,1721. 창동역 2번출구 ,202207," 4,342 "," 5,207 "
도봉구,1722. 창동청소년수련관,202207," 1,337 "," 1,257 "
도봉구,1723. 방학동학마을도서관,202207, 625 , 624 
도봉구,1725. 창1동주민센터,202207, 853 , 989 
도봉구,1726. 삼익세라믹아파트교차로,202207," 1,372 "," 1,345 "
도봉구,1727. 서울도봉초등학교인근,202207, 806 , 782 
도봉구,1728. 서울북부지방법원,202207, 356 , 328 
도봉구,1729. 도봉한신아파트 버스정류장,202207," 1,260 "," 1,294 "
도봉구,1730. 도봉산역 교차로 앞,202207, 235 , 233 
도봉구,1731. 도봉고등학교 맞은편,202207, 289 , 188 
도봉구,1732. 방학역사거리,202207, 719 , 795 
도봉구,1733. 방학사거리 (봄마당 앞),202207," 1,270 "," 1,288 "
도봉구,1734. 쌍문현대1차아파트 108동 앞,202207," 1,095 ", 914 
도봉구,"1735. 도봉역 1,2번 출구사이 건너편",202207," 1,223 "," 1,283 "
도봉구,1736. 버스정류장 앞,202207, 655 , 508 
도봉구,1737. 신창시장,202207," 2,113 "," 2,356 "
도봉구,1738. 창동주공17단지 상가앞,202207," 2,555 "," 2,783 "
도봉구,1741. 제일강산수산입구,202207," 1,599 "," 1,435 "
도봉구,1742. 북한산 코오롱 하늘채,202207," 2,059 "," 2,092 "
도봉구,1743.창동19단지아파트 관리사무소앞,202207," 1,650 "," 1,648 "
도봉구,1744.도봉소방서 옆,202207," 2,040 "," 2,024 "
도봉구,1746. 방학남부역 버스정류장,202207," 1,062 "," 1,079 "
도봉구,1748. 방학역 1번출구,202207," 1,144 "," 1,237 "
도봉구,1749. ESA아파트 상가 앞,202207," 1,550 "," 1,573 "
도봉구,1750. 창포원 남쪽 입구,202207, 844 , 989 
도봉구,1751. 창원초등학교 교차로,202207, 678 , 672 
도봉구,1752. 창동 주공 4단지 입구 옆,202207," 1,107 "," 1,223 "
도봉구,1754. 창동시장입구 사거리,202207," 1,079 "," 1,082 "
도봉구,1756.서울북부광역등기국,202207, 430 , 409 
도봉구,1757.솔밭공원역 1번출구 앞,202207, 447 , 435 
도봉구,1758.솔밭공원역 1번출구 주변,202207, 722 , 681 
도봉구,1759.서울북부지방법원 앞,202207, 705 , 684 
도봉구,1761.방학중학교 앞,202207, 531 , 509 
도봉구,1762.북한산 한신휴플러스APT앞,202207," 2,417 "," 2,201 "
도봉구,1765.쌍문역 1번출구 주변,202207," 1,236 "," 1,196 "
도봉구,1767.방학초등학교 앞,202207," 1,916 "," 2,536 "
도봉구,1768.신동아타워 버스정류소,202207, 669 , 666 
도봉구,1770.도봉한신아파트 주변,202207, 895 , 887 
도봉구,1771.성원APT버스정류소,202207, 965 , 818 
도봉구,1772.시립도봉노인복지관 버스정류소,202207, 813 , 767 
도봉구,1774.정의여중고 버스정류소,202207, 628 , 606 
도봉구,1775.신원리베르텔 앞,202207, 958 , 913 
도봉구,4054. 창동한신아파트 버스정류소,202207, 897 , 749 
도봉구,4058. 다락원체육공원 전망대 입구,202207, 625 , 667 
도봉구,4062. 평화도봉공원 주변,202207," 1,242 "," 1,248 "
도봉구,4064. 신창아파트 입구 앞,202207, 415 , 420 
도봉구,4065. 창동역 1번출구 앞,202207," 3,446 "," 3,520 "
도봉구,4073.방아골종합사회복지관,202207, 775 , 725 
도봉구,4074. 도봉구육아종합지원센터(창동),202207," 1,036 "," 1,441 "
도봉구,4076. 도봉통합복지센터 뒤 중랑천 변,202207," 3,130 "," 3,350 "
도봉구,4077. 도봉제1교,202207," 2,223 "," 2,418 "
도봉구,4078. 원당공원 앞,202207," 1,423 "," 1,425 "
도봉구,4080. 창동주공19단지앞 ,202207," 1,972 "," 1,966 "
도봉구,4083.도봉아이나라도서관 앞,202207, 969 , 991 
도봉구,4084. 도봉동실내스포츠센터,202207, 837 , 759 
도봉구,4086. 도봉로 534,202207, 314 , 255 
도봉구,4087. 우이교 교차로,202207," 1,243 "," 1,237 "
도봉구,4088. 김근태도서관,202207, 262 , 164 
동대문구,4102. 휘경1동주민센터 앞,202207," 1,419 "," 1,497 "
동대문구,4103. 휘경sk뷰아파트 앞,202207, 844 , 812 
동대문구,4104. 외대앞역 교차로,202207," 1,314 "," 1,358 "
동대문구,4105. 서울교통공사사거리 교통섬,202207," 1,375 "," 1,388 "
동대문구,4107. 장안동근린공원 입구,202207, 792 , 908 
동대문구,4108. 답십리파크자이아파트 앞,202207," 1,843 "," 1,867 "
동대문구,4110. 용두롯데캐슬리치아파트 앞,202207," 1,122 ", 986 
동대문구,4113. 한국국방연구원 앞,202207," 1,378 "," 1,578 "
동대문구,4114. 휘경여중고삼거리,202207," 1,661 "," 1,955 "
동대문구,4116. 이문e편한세상아파트 앞,202207, 582 , 724 
동대문구,4117. 휘경119안전센터 앞,202207," 1,769 "," 1,743 "
동대문구,4121. 서울문화재단 앞,202207," 2,042 "," 2,305 "
동대문구,4122. 청계9가교차로 앞,202207," 3,393 "," 3,529 "
동대문구,4123. 배봉초교 교차로,202207," 1,124 "," 1,195 "
동대문구,4125. 회기역 2-①번출구,202207," 2,343 "," 2,337 "
동대문구,600. 휘경2동 주민센터,202207, 803 , 797 
동대문구,601. 용신동주민센터,202207," 1,231 "," 1,270 "
동대문구,602. 장안동 사거리,202207," 4,553 "," 4,931 "
동대문구,604. 답십리초등학교 옆 공원,202207," 1,181 "," 1,286 "
동대문구,605. 신설동역8번출구,202207," 1,987 "," 2,014 "
동대문구,606. 휘경공고앞,202207, 653 , 714 
동대문구,607. 신이문역 2번출구,202207, 762 , 955 
동대문구,608. 전농삼성아파트,202207, 389 , 379 
동대문구,609. 제기2교,202207," 1,997 "," 2,102 "
동대문구,610. 동대문중 교차로,202207," 1,248 "," 1,246 "
동대문구,612. 시립동부병원 앞 사거리,202207," 2,420 "," 2,453 "
동대문구,613. 신설동역 10번출구 앞,202207," 3,006 "," 3,147 "
동대문구,614. 용두동 사거리,202207," 3,419 "," 3,344 "
동대문구,615. 용두동 래미안허브리츠아파트 앞,202207," 1,872 "," 1,902 "
동대문구,616. 서울시립대 앞,202207, 190 , 104 
동대문구,617. 청솔우성아파트 앞,202207," 1,179 "," 1,494 "
동대문구,621. 동대문중학교 옆,202207, 429 , 410 
동대문구,622. 전농사거리 교통섬,202207," 1,603 "," 1,770 "
동대문구,623. 서울시립대 정문 앞,202207," 1,978 "," 1,388 "
동대문구,624. 전농동 동아아파트 앞,202207," 1,987 "," 2,140 "
동대문구,625. 답십리초등학교 앞(현대시장 옆),202207," 1,331 "," 1,432 "
동대문구,626. 군자교 서측 녹지대,202207," 1,993 "," 2,030 "
동대문구,627. 장안동삼거리 교통섬,202207," 1,437 "," 1,521 "
동대문구,628. 휘봉고등학교 앞,202207," 1,016 "," 1,065 "
동대문구,630. 동대문구 보건소,202207," 2,721 "," 2,935 "
동대문구,631. 답십리역 1번출구,202207," 4,467 "," 4,807 "
동대문구,633. 청량리 기업은행 앞,202207," 3,703 "," 4,032 "
동대문구,634. 외국어대 정문 앞,202207," 3,677 "," 3,671 "
동대문구,635. 시조사 앞,202207," 2,126 "," 1,965 "
동대문구,636. 세종대왕기념관 교차로,202207, 747 , 834 
동대문구,637. KAIST 경영대학 앞,202207," 1,493 "," 1,218 "
동대문구,638. 서울시립대 정보기술관,202207, 601 , 462 
동대문구,639. 서울시립대 후문,202207, 929 , 620 
동대문구,640. 동대문경찰서 교차로,202207," 1,166 "," 1,436 "
동대문구,641. 용두역 4번출구,202207," 3,176 "," 3,271 "
동대문구,642. 신답역 사거리,202207," 2,299 "," 2,393 "
동대문구,643. 동대문구민체육센터 (육교아래),202207," 2,538 "," 2,888 "
동대문구,646. 장한평역 1번출구,202207," 5,841 "," 6,595 "
동대문구,647. 신이문역 1번출구,202207," 1,030 "," 1,088 "
동대문구,648. 장안동위더스빌옆,202207," 3,431 "," 3,518 "
동대문구,650. 중랑교사거리,202207, 202 , 178 
동대문구,652. 답십리 래미안엘파인아파트 입구,202207, 773 , 793 
동대문구,654. 전농동 텃골공원,202207, 903 , 834 
동대문구,656. 영휘원 교차로,202207, 939 ," 1,085 "
동대문구,657. 동대문롯데캐슬아파트 앞,202207," 1,981 "," 1,999 "
동대문구,658. 촬영소 사거리,202207," 1,582 "," 1,839 "
동대문구,659. 제기역1번출구,202207," 3,421 "," 3,293 "
동대문구,660. 동의보감타워,202207," 2,347 "," 2,381 "
동대문구,661. 경희대학교 청운관,202207," 1,382 "," 1,378 "
동대문구,663. 외대앞역 4번출구,202207," 1,691 "," 1,829 "
동대문구,664. 서울시립대 건설공학관,202207, 566 , 461 
동대문구,665.이문동 쌍용아파트 정문,202207," 1,233 "," 1,421 "
동대문구,666.이문대성유니드아파트 앞,202207, 879 ," 1,025 "
동대문구,667.청량차도 육교 밑,202207, 784 , 545 
동대문구,668.서울축산농협(장안지점),202207," 3,753 "," 4,129 "
동대문구,669.청계한신휴플러스앞 삼거리,202207," 1,821 "," 1,847 "
동대문구,670.삼육서울병원 버스정류장,202207," 3,423 "," 3,491 "
동대문구,671.대광빌딩,202207, 754 , 741 
동대문구,672.대광고등학교,202207," 1,064 "," 1,130 "
동대문구,673.안암골벽산아파트(후문),202207," 1,384 "," 1,343 "
동대문구,674.고대앞사거리 교통섬,202207," 1,766 "," 1,611 "
동대문구,676.FITI시험연구원 앞,202207," 1,140 "," 1,155 "
동대문구,678.장안힐스테이트(아) 앞,202207," 2,255 "," 2,362 "
동대문구,679.전농SK아파트 앞,202207, 327 , 324 
동대문구,680.꿈마루어린이도서관 앞,202207," 2,820 "," 2,723 "
동대문구,681.서울특별시 동부교육지원청(육교),202207, 273 , 273 
동작구,2002. 노들역 1번출구,202207," 4,432 "," 4,999 "
동작구,2003. 사육신공원앞,202207," 1,529 "," 1,551 "
동작구,2007. 유한양행앞,202207," 1,911 "," 2,034 "
동작구,2008. 노량진근린공원 대방공원,202207, 543 , 358 
동작구,2009. 보라매역 8번출구,202207," 1,275 "," 1,307 "
동작구,2012. 대림사거리(동작상떼빌아파트),202207," 1,260 "," 1,270 "
동작구,2013. 장승배기역 5번출구,202207," 2,061 "," 1,890 "
동작구,2015. 신대방삼거리역 6번출구쪽,202207," 2,816 "," 3,097 "
동작구,2016. 신대방삼거리역 3번출구쪽,202207," 1,696 "," 1,859 "
동작구,2020. 장승배기역2번출구뒷편쪽,202207, 935 , 930 
동작구,2024. 상도역 1번출구,202207, 729 , 679 
동작구,2025. 흑석역 1번출구,202207," 2,540 "," 3,337 "
동작구,2026. 흑석역 4번출구,202207, 686 ," 1,004 "
동작구,2027. 중앙대학교 정문 1,202207, 780 ," 1,085 "
동작구,2032. 이수역 11번출구쪽,202207," 2,247 "," 2,916 "
동작구,2033. 사당동 아르테스 웨딩앞,202207," 1,658 "," 1,726 "
동작구,2034. 사당역 7번출구쪽,202207," 1,066 "," 1,056 "
동작구,2036. 정금마을 마을버스정류장,202207, 902 , 955 
동작구,2037. 동작역 5번출구 동작주차공원,202207, 564 , 479 
동작구,2038. 동작역 7번출구,202207, 465 , 422 
동작구,2040. 비계 버스정류소,202207, 261 , 193 
동작구,2041. 사당중학교 버스정류소,202207, 441 , 388 
동작구,2048. 삼일초등학교 인근,202207, 863 , 548 
동작구,2050. 노량진역 5번출구,202207," 3,844 "," 4,385 "
동작구,2054. 삼익아파트,202207," 2,294 "," 2,297 "
동작구,2056. 동작구민 체육센터,202207," 1,985 "," 1,937 "
동작구,2057. 상도 아이파크 아파트,202207, 348 , 234 
동작구,2058. 동작경찰서,202207," 3,326 "," 3,736 "
동작구,2059. 보라매공원 정문,202207," 1,995 "," 2,063 "
동작구,2060. 남성역3번출구 뒤,202207," 2,065 "," 2,632 "
동작구,2061. 한강 현대아파트 건너편,202207, 209 , 149 
동작구,2062. 사당새마을금고,202207, 677 , 606 
동작구,2064. 흑석한강푸르지오 106동앞,202207, 287 , 198 
동작구,2065. 서울시여성가족재단,202207, 802 , 822 
동작구,2066. 양문교회 앞,202207," 1,612 "," 1,714 "
동작구,2067. 보라매역․동작세무서 버스정류장(강남중학교방면),202207," 2,245 "," 2,342 "
동작구,2068. 총신대 앞(육교),202207, 222 , 109 
동작구,2069. 숭실대 입구역3번 출구 앞,202207, 773 , 630 
동작구,2070. 노량진역 2번 출구 앞,202207," 1,924 "," 2,146 "
동작구,2071. 대림아파트 후문 상가 옆,202207, 819 , 150 
동작구,2077.노들역 3번출구,202207," 1,425 "," 1,611 "
동작구,2078.흑석 아크로리버하임(103동),202207, 252 , 93 
동작구,2079.중앙대학교 중앙광장,202207, 239 , 201 
동작구,2080. 대방지하보도(대방동경남아너스빌아파트),202207," 2,547 "," 2,637 "
동작구,2082.7호선 이수역7번출구,202207," 1,237 "," 1,232 "
동작구,2083.흑석롯데캐슬에듀포레(107동),202207, 485 , 481 
동작구,2084.e편한세상 상도노빌리티 앞,202207," 1,015 ", 898 
동작구,2085.강남중학교 앞,202207," 1,348 "," 1,324 "
동작구,2086.삼일수영장 앞,202207," 1,494 "," 1,198 "
동작구,2088.상도중앙하이츠빌 입구,202207, 501 , 427 
동작구,2089.사당역10번출구(금강빌딩),202207," 1,491 "," 1,663 "
동작구,2090.기아자동차 사당점 앞,202207," 1,587 "," 1,629 "
동작구,2091. 이수역9번출구,202207," 1,538 "," 1,604 "
동작구,2092.흑석한강푸르지오(110동),202207, 252 , 37 
동작구,2093.상도SH빌아파트 입구,202207, 269 , 42 
동작구,2094.숭실대학교(중문) ,202207, 650 , 113 
동작구,2095.경문고등학교 앞,202207," 1,084 "," 1,194 "
동작구,2096.서울특별시 동작관악교육지원청,202207, 97 , 34 
동작구,237. 보라매 두산위브 건너편,202207," 2,115 "," 2,140 "
동작구,4152. 상도효성해링턴플레이스,202207, 660 , 520 
동작구,4153. 흑석동효사정앞,202207, 330 , 177 
동작구,4158. 노량진근린공원,202207, 309 , 142 
동작구,4162. 노량진1동 청소년독서실,202207, 344 , 123 
동작구,4167. 구로교 아래,202207," 1,893 "," 1,529 "
동작구,4169. 신대방삼거리,202207," 1,800 "," 1,898 "
동작구,4171. 우성아파트 앞,202207," 3,269 "," 3,516 "
동작구,4173. 중대후문 마을버스정류장,202207, 741 , 703 
동작구,4175. 대방역2번출구,202207," 1,439 "," 1,507 "
동작구,4177. 롯데캐슬 101동 앞,202207, 281 , 213 
동작구,4178. 이수성결교회 옆,202207, 148 , 136 
동작구,4179. 보라매병원역 1번출구,202207, 783 , 794 
동작구,4180. 흑석동주민센터 입구,202207, 100 , 150 
마포구,102. 망원역 1번출구 앞,202207," 4,325 "," 4,343 "
마포구,103. 망원역 2번출구 앞,202207," 3,426 "," 3,417 "
마포구,104. 합정역 1번출구 앞,202207," 1,886 "," 1,709 "
마포구,105. 합정역 5번출구 앞,202207," 1,227 "," 1,198 "
마포구,106. 합정역 7번출구 앞,202207," 3,150 "," 3,123 "
마포구,107. 신한은행 서교동지점,202207," 2,652 "," 2,850 "
마포구,108. 서교동 사거리,202207," 2,305 "," 2,329 "
마포구,109. 제일빌딩 앞,202207," 1,476 "," 1,450 "
마포구,111. 상수역 2번출구 앞,202207," 1,090 "," 1,081 "
마포구,112. 극동방송국 앞,202207," 1,616 "," 1,621 "
마포구,113. 홍대입구역 2번출구 앞,202207," 6,357 "," 7,012 "
마포구,114. 홍대입구역 8번출구 앞,202207," 3,101 "," 3,123 "
마포구,118. 광흥창역 2번출구 앞,202207, 976 , 963 
마포구,119. 서강나루 공원,202207," 1,880 "," 1,934 "
마포구,120. 신수동 사거리,202207, 514 , 515 
마포구,121. 마포소방서 앞,202207," 1,013 "," 1,006 "
마포구,122. 신성기사식당 앞,202207," 1,115 "," 1,107 "
마포구,124. 서강대 정문 건너편,202207," 1,400 "," 1,196 "
마포구,125. 서강대 남문 옆,202207," 1,181 "," 1,178 "
마포구,126. 서강대 후문 옆,202207," 1,478 "," 1,446 "
마포구,127. 현대벤처빌 앞,202207, 454 , 332 
마포구,129. 신촌역(2호선) 6번출구 옆,202207," 1,118 "," 1,107 "
마포구,130. 신촌역(2호선) 7번출구 앞,202207," 2,584 "," 2,577 "
마포구,142. 아현역 4번출구 앞,202207, 713 , 696 
마포구,143. 공덕역 2번출구,202207," 1,390 "," 1,502 "
마포구,144. 공덕역 8번출구,202207," 3,397 "," 3,696 "
마포구,145. 공덕역 5번출구,202207," 1,341 "," 1,477 "
마포구,146. 마포역 2번출구 뒤,202207," 3,318 "," 3,630 "
마포구,147. 마포역 4번출구 뒤,202207," 3,586 "," 3,985 "
마포구,148. 용강동 주민센터 앞,202207," 2,181 "," 2,367 "
마포구,150. 서강대역 2번출구 앞,202207," 1,172 "," 1,164 "
마포구,153. 성산2교 사거리,202207," 2,295 "," 2,303 "
마포구,154. 마포구청역 ,202207," 3,171 "," 3,461 "
마포구,155. 가좌역1 번출구 앞,202207," 1,172 "," 1,133 "
마포구,156. 서울서부지방법원 앞,202207," 1,056 "," 1,137 "
마포구,157. 애오개역 4번출구 앞,202207," 2,168 "," 2,274 "
마포구,181. 망원초록길 입구,202207," 1,542 "," 1,544 "
마포구,182. 망원2빗물펌프장 앞,202207," 1,197 "," 1,160 "
마포구,183. 하늘채코오롱아파트 건너편,202207," 2,825 "," 2,581 "
마포구,184. 7번가피자 서교망원점,202207," 3,327 "," 3,470 "
마포구,185. 마포 신수공원 앞,202207," 1,025 ", 881 
마포구,186. 월드컵공원,202207," 2,395 "," 2,282 "
마포구,199. 서울 월드컵 경기장,202207," 1,368 ", 770 
마포구,3002.벽산상암스마트큐브 ,202207," 4,070 "," 4,083 "
마포구,3003.래미안신공덕3차아파트,202207, 93 , 49 
마포구,3005.마포구청 청사내,202207, 326 , 327 
마포구,3006. 상암월드컵파크5단지(상암중학교),202207, 474 , 444 
마포구,3007.MBC 앞,202207," 1,039 "," 1,044 "
마포구,3008.DMC역7번출구,202207, 959 , 694 
마포구,3009.서교동사거리(신),202207," 2,284 "," 2,435 "
마포구,3010.홍대입구역 3번출구,202207," 4,919 "," 4,929 "
마포구,3011.경의선(노고산동),202207," 1,869 "," 1,851 "
마포구,400. 상암한화오벨리스크 1차 앞,202207," 1,639 "," 1,691 "
마포구,401. 상암월드컵파크 10단지 앞,202207," 1,208 "," 1,216 "
마포구,402. 상암월드컵파크 9단지 앞,202207, 888 , 875 
마포구,403. 부엉이공원 앞,202207," 1,336 ", 638 
마포구,405. DMC빌 앞,202207, 946 , 965 
마포구,406. 상암월드컵파크 7단지 앞,202207, 884 , 844 
마포구,407. 마포구 육아종합지원센터,202207, 944 , 922 
마포구,408. LG CNS앞,202207, 984 , 971 
마포구,409. 누리꿈스퀘어 옆,202207," 2,818 "," 2,889 "
마포구,410. 상암중학교 옆,202207, 307 , 277 
마포구,411. DMC홍보관,202207," 1,600 "," 1,683 "
마포구,412. DMC산학협력연구센터 앞,202207," 1,701 "," 1,688 "
마포구,413. 상암월드컵파크 3단지 후문,202207, 759 , 744 
마포구,414. 상암동주민센터 옆,202207," 2,183 "," 2,205 "
마포구,415. DMC역 9번출구 앞,202207," 3,480 "," 3,310 "
마포구,416. 상암월드컵파크 1단지 교차로,202207, 929 , 580 
마포구,417. DMC역 2번출구 옆,202207," 2,289 "," 1,907 "
마포구,418. 월드컵경기장역 3번출구 옆,202207," 2,990 "," 2,973 "
마포구,419. 홈플러스 앞,202207," 3,150 "," 2,933 "
마포구,420. 서울시 공공자전거 상암센터,202207," 1,355 "," 1,049 "
마포구,4202. 프런트원(공덕역4번출구 앞),202207," 1,082 "," 1,205 "
마포구,4206. 광흥창역5번출구,202207, 983 , 997 
마포구,4207. 아만티호텔 앞,202207, 729 , 727 
마포구,4208. 스타벅스(동교동) 앞,202207," 1,098 "," 1,292 "
마포구,421. 마포구청 앞,202207," 2,508 "," 2,508 "
마포구,4210. 가좌행복주택 앞,202207," 1,330 "," 1,336 "
마포구,4211. 시석빌딩 앞,202207, 960 , 946 
마포구,4212. 한화오벨리스크 앞,202207, 998 , 903 
마포구,4213. 마포구중앙도서관 정문 앞,202207," 2,696 "," 2,619 "
마포구,4214. JTBC 앞,202207," 1,229 "," 1,253 "
마포구,4216. 망원정 앞,202207, 993 , 983 
마포구,4217. 한강공원 망원나들목,202207," 12,916 "," 13,638 "
마포구,4218. 디지털매직스페이스,202207," 2,491 "," 2,498 "
마포구,422. 문화비축기지,202207, 331 , 306 
마포구,4220. 신촌 청년주택,202207," 2,438 "," 2,449 "
마포구,4221. 솔리스타오피스텔(공덕동주민센터),202207, 487 , 154 
마포구,4222. 서울디자인고등학교 앞,202207," 1,975 "," 2,233 "
마포구,4224. 서부운전면허시험장,202207, 990 ," 1,011 "
마포구,4226. 마포프레스티지자이 1,202207," 1,599 "," 1,604 "
마포구,4233. 코오롱아파트사거리,202207," 3,917 "," 3,951 "
마포구,4234. 에스테반,202207, 438 , 342 
마포구,4238. 상암한샘빌딩앞,202207," 1,198 "," 1,156 "
마포구,4239. 성산2동 주민센터 ,202207, 242 , 198 
마포구,424. 롯데하이마트 (상암월드컵점) ,202207, 548 , 462 
마포구,4240. 아현문화건강센터,202207, 52 , 26 
마포구,4244. 당인리발전소 공원 앞,202207, 979 , 972 
마포구,4246. 상수역새마을금고,202207, 603 , 600 
마포구,4247. 서울서부지방법원등기국앞,202207, 450 , 456 
마포구,4248. 신촌 교보빌딩,202207, 507 , 478 
마포구,425. DMC첨단산업센터,202207, 795 , 796 
마포구,4251. 공덕역 경의선숲길 커뮤니티센터,202207, 744 , 726 
마포구,426. 서울신용보증재단,202207," 1,855 "," 1,916 "
마포구,427. 성산시영아파트,202207," 1,525 "," 1,611 "
마포구,432. 마포중앙도서관,202207, 287 , 115 
마포구,436. 이대역 5번출구,202207, 790 , 329 
마포구,437. 대흥역 1번출구,202207," 1,327 "," 1,325 "
마포구,438. 성산2-1 공영주차장,202207," 1,846 "," 1,775 "
마포구,439. 마포어린이공원,202207," 2,474 "," 2,677 "
마포구,440. 하늘공원 입구,202207, 810 , 649 
마포구,487.신석초교앞 교차로 교통섬,202207," 2,611 "," 2,948 "
마포구,488.푸르메병원,202207," 1,569 "," 1,567 "
마포구,489.구룡근린공원,202207, 560 , 368 
마포구,490.가온문화공원,202207," 2,071 "," 2,177 "
마포구,491.월드컵파크 4단지,202207, 503 , 401 
마포구,492.성산시영아파트 후문,202207," 1,799 "," 1,974 "
마포구,493.홍대입구역 6번출구,202207," 2,393 "," 2,394 "
마포구,494.신수동주민센터,202207, 456 , 455 
마포구,495.염리초등학교 앞,202207," 1,416 "," 1,608 "
마포구,497.합정동주민센터 앞,202207," 2,390 "," 2,138 "
마포구,498.연남동주민센터 앞,202207," 3,513 "," 3,697 "
서대문구,115. 마스타 빌딩 앞,202207," 1,003 ", 867 
서대문구,116. 일진아이윌아파트 옆,202207," 1,866 "," 1,894 "
서대문구,117. 홍은사거리,202207," 3,644 "," 3,715 "
서대문구,123. 문화촌 공원,202207," 2,500 "," 2,628 "
서대문구,128. 신촌역(2호선) 1번출구 옆,202207," 1,890 "," 1,876 "
서대문구,131. 증산2교,202207," 2,876 "," 3,214 "
서대문구,133. 해담는다리,202207," 2,534 "," 2,966 "
서대문구,134. 연세로 명물길,202207," 1,403 "," 1,392 "
서대문구,135. 명물길 원형무대 앞,202207, 832 , 828 
서대문구,137. 신촌기차역입구 교차로,202207, 727 , 427 
서대문구,138. 신촌동 제1공영주차장 앞,202207," 1,094 "," 1,089 "
서대문구,139. 연세대 정문 건너편,202207, 614 , 319 
서대문구,140. 이화여대 후문,202207, 893 , 865 
서대문구,141. 연대 대운동장 옆,202207, 745 , 553 
서대문구,159. 이대역 4번 출구,202207, 485 , 264 
서대문구,160. 북아현동 가구거리,202207, 728 , 509 
서대문구,161. 무악재역1번 출구,202207, 471 , 442 
서대문구,162. 봉원고가차도 밑,202207," 1,061 ", 376 
서대문구,163. 명지전문대학교 정문 앞,202207, 464 , 439 
서대문구,164. 북가좌1동 주민센터 ,202207, 549 , 461 
서대문구,165. 중앙근린공원,202207," 1,542 "," 1,268 "
서대문구,166. 가재울 초등학교,202207," 1,837 "," 1,890 "
서대문구,167. 연가초등학교 옆,202207, 688 , 166 
서대문구,169. 북가좌 삼거리,202207, 600 , 504 
서대문구,170. DMC파크뷰자이아파트 302동 앞,202207," 1,367 "," 1,445 "
서대문구,171. 임광빌딩 앞,202207, 476 , 474 
